EmployeeID,FirstName,LastName,Gender,DateOfBirth,Age,Department,JobRole,EmploymentType,HireDate,ExperienceYears,Team,Manager,Branch,Location,Email,PhoneNumber,AttendanceDate,DayOfWeek,Month,Quarter,Year,Shift,PreferredShift,AttendanceStatus,ClockInTime,ClockOutTime,WorkingHours,BreakHours,OvertimeHours,LateMinutes,EarlyDepartureMinutes,ProductivityScore,PerformanceRating,TasksAssigned,TasksCompleted,AttendanceRate,UtilizationRate,CapacityUtilization,EfficiencyScore,LeaveBalance,AbsenceCount,CustomerOrders,DailySales,WorkloadIndex,CurrentCapacity,RequiredCapacity,AvailableHeadroom,CapacityLoad,PeakUtilization,ScalingEvents,PublicHoliday,Weekend,WeatherCondition,Season,SpecialEvent,HistoricalDemand,WorkforceDemand,WorkforceStatus,AlertLevel,NotificationType,ProcessingStatus,LastUpdated
EMP0001,Seren,Stevenson,Female,1977-01-20,47,Operations,Operations Analyst,Full-Time,2022-08-20,5,Team Bravo,Fiona Clarke,Birmingham Distribution Hub (BHX2),Birmingham,seren.stevenson@nexafreight.co.uk,+44 4273170353,2024-01-01,Monday,1,1,2024,Morning,Morning,Leave,,,,,,,,,,0,0,0,,,,25,0,6613,279708.8,66.5,243,237,6,97.5,71.5,0,Yes,No,Snowy,Winter,January Sale,114.8,114.8,Balanced,Medium,Attendance Monitoring,Completed,2024-01-01T23:59:00Z
EMP0001,Seren,Stevenson,Female,1977-01-20,47,Operations,Operations Analyst,Full-Time,2022-08-20,5,Team Bravo,Fiona Clarke,Birmingham Distribution Hub (BHX2),Birmingham,seren.stevenson@nexafreight.co.uk,+44 4273170353,2024-01-02,Tuesday,1,1,2024,Morning,Morning,Present,07:20,18:15,8.6,1,1.6,0,17,60,1,39,23,50,106.2,113.5,41.6,25,0,6518,302186.73,67.5,234,234,0,100,74.4,0,No,No,Cloudy,Winter,January Sale,114.9,114.9,Balanced,Medium,Attendance Monitoring,Completed,2024-01-02T23:59:00Z
EMP0001,Seren,Stevenson,Female,1977-01-20,47,Operations,Operations Analyst,Full-Time,2022-08-20,5,Team Bravo,Fiona Clarke,Birmingham Distribution Hub (BHX2),Birmingham,seren.stevenson@nexafreight.co.uk,+44 4273170353,2024-01-03,Wednesday,1,1,2024,Morning,Morning,Present,07:21,17:27,9,1.1,0,0,0,62.7,1,37,23,66.7,110.1,98.2,45.9,25,0,6236,246696.55,67,223,229,-6,102.7,72.7,0,No,No,Cloudy,Winter,January Sale,107,107,Balanced,Medium,Attendance Monitoring,Completed,2024-01-03T23:59:00Z
EMP0001,Seren,Stevenson,Female,1977-01-20,47,Operations,Operations Analyst,Full-Time,2022-08-20,5,Team Bravo,Fiona Clarke,Birmingham Distribution Hub (BHX2),Birmingham,seren.stevenson@nexafreight.co.uk,+44 4273170353,2024-01-04,Thursday,1,1,2024,Morning,Morning,Leave,,,,,,,,,,0,0,50,,,,24,0,6540,273809.19,71.8,244,242,2,99.2,72,0,No,No,Rainy,Winter,January Sale,114.7,114.7,Balanced,Medium,Attendance Monitoring,Completed,2024-01-04T23:59:00Z
EMP0001,Seren,Stevenson,Female,1977-01-20,47,Operations,Operations Analyst,Full-Time,2022-08-20,5,Team Bravo,Fiona Clarke,Birmingham Distribution Hub (BHX2),Birmingham,seren.stevenson@nexafreight.co.uk,+44 4273170353,2024-01-05,Friday,1,1,2024,Night,Morning,Present,23:04,07:46,7.7,1,0,0,0,60,1,34,20,60,101.2,86.2,41.5,24,0,6193,250613.25,65.2,237,235,2,99.2,70.5,0,No,No,Snowy,Winter,January Sale,106.3,106.3,Balanced,Medium,Attendance Monitoring,Completed,2024-01-05T23:59:00Z
EMP0001,Seren,Stevenson,Female,1977-01-20,47,Operations,Operations Analyst,Full-Time,2022-08-20,5,Team Bravo,Fiona Clarke,Birmingham Distribution Hub (BHX2),Birmingham,seren.stevenson@nexafreight.co.uk,+44 4273170353,2024-01-06,Saturday,1,1,2024,Morning,Morning,Present,07:34,16:04,7.8,0.7,0,7,0,60,1,37,21,66.7,93.8,90.5,40.1,24,0,6694,283754.91,71.6,241,241,0,100,74.4,0,No,Yes,Cloudy,Winter,January Sale,122.1,122.1,Balanced,Medium,Attendance Monitoring,Completed,2024-01-06T23:59:00Z
EMP0001,Seren,Stevenson,Female,1977-01-20,47,Operations,Operations Analyst,Full-Time,2022-08-20,5,Team Bravo,Fiona Clarke,Birmingham Distribution Hub (BHX2),Birmingham,seren.stevenson@nexafreight.co.uk,+44 4273170353,2024-01-07,Sunday,1,1,2024,Morning,Morning,Leave,,,,,,,,,,0,0,57.1,,,,24,0,6546,258660.05,71.5,234,236,-2,100.9,76.3,0,No,Yes,Cloudy,Winter,January Sale,116.5,116.5,Balanced,Medium,Attendance Monitoring,Completed,2024-01-07T23:59:00Z
EMP0001,Seren,Stevenson,Female,1977-01-20,47,Operations,Operations Analyst,Full-Time,2022-08-20,5,Team Bravo,Fiona Clarke,Birmingham Distribution Hub (BHX2),Birmingham,seren.stevenson@nexafreight.co.uk,+44 4273170353,2024-01-08,Monday,1,1,2024,Morning,Morning,Leave,,,,,,,,,,0,0,50,,,,23,0,6261,295640.98,64.6,224,232,-8,103.6,71.2,0,No,No,Windy,Winter,None,114.8,105.8,Balanced,Medium,Attendance Monitoring,Completed,2024-01-08T23:59:00Z
EMP0001,Seren,Stevenson,Female,1977-01-20,47,Operations,Operations Analyst,Full-Time,2022-08-20,5,Team Bravo,Fiona Clarke,Birmingham Distribution Hub (BHX2),Birmingham,seren.stevenson@nexafreight.co.uk,+44 4273170353,2024-01-09,Tuesday,1,1,2024,Night,Morning,Present,23:02,08:26,8.5,0.9,0,0,0,60,1,33,19,55.6,109.2,97.9,40.6,23,0,5779,271964.72,59.1,232,232,0,100,70,0,No,No,Windy,Winter,None,114.9,95.7,Balanced,Low,Routine Update,Completed,2024-01-09T23:59:00Z
EMP0001,Seren,Stevenson,Female,1977-01-20,47,Operations,Operations Analyst,Full-Time,2022-08-20,5,Team Bravo,Fiona Clarke,Birmingham Distribution Hub (BHX2),Birmingham,seren.stevenson@nexafreight.co.uk,+44 4273170353,2024-01-10,Wednesday,1,1,2024,Rotational,Morning,Present,19:36,04:48,8.1,1.1,0,28,0,60,1,34,20,60,100.9,93,41.5,23,0,6086,273712.17,61.2,231,234,-3,101.3,70.9,0,No,No,Windy,Winter,None,107,102.2,Balanced,Medium,Attendance Monitoring,Completed,2024-01-10T23:59:00Z
EMP0001,Seren,Stevenson,Female,1977-01-20,47,Operations,Operations Analyst,Full-Time,2022-08-20,5,Team Bravo,Fiona Clarke,Birmingham Distribution Hub (BHX2),Birmingham,seren.stevenson@nexafreight.co.uk,+44 4273170353,2024-01-11,Thursday,1,1,2024,Morning,Morning,Present,07:09,16:09,8.1,0.9,0,0,0,60,1,36,20,63.6,102,93.4,40,23,0,5953,239483.2,60.1,237,233,4,98.3,71,0,No,No,Rainy,Winter,None,114.7,99.5,Balanced,Low,Routine Update,Completed,2024-01-11T23:59:00Z
EMP0001,Seren,Stevenson,Female,1977-01-20,47,Operations,Operations Analyst,Full-Time,2022-08-20,5,Team Bravo,Fiona Clarke,Birmingham Distribution Hub (BHX2),Birmingham,seren.stevenson@nexafreight.co.uk,+44 4273170353,2024-01-12,Friday,1,1,2024,Morning,Morning,Present,07:19,17:43,9.1,1.3,0,0,0,60,1,36,21,66.7,113.3,102.6,41.2,23,0,5990,240430.56,59,228,229,-1,100.4,70,0,No,No,Rainy,Winter,None,106.3,98.1,Balanced,Medium,Attendance Monitoring,Completed,2024-01-12T23:59:00Z
EMP0001,Seren,Stevenson,Female,1977-01-20,47,Operations,Operations Analyst,Full-Time,2022-08-20,5,Team Bravo,Fiona Clarke,Birmingham Distribution Hub (BHX2),Birmingham,seren.stevenson@nexafreight.co.uk,+44 4273170353,2024-01-13,Saturday,1,1,2024,Morning,Morning,Absent,,,,,,,,,,0,0,61.5,,,,23,1,6187,238774.93,63.1,237,235,2,99.2,74,0,No,Yes,Rainy,Winter,None,122.1,105.9,Balanced,Medium,Attendance Monitoring,Completed,2024-01-13T23:59:00Z
EMP0001,Seren,Stevenson,Female,1977-01-20,47,Operations,Operations Analyst,Full-Time,2022-08-20,5,Team Bravo,Fiona Clarke,Birmingham Distribution Hub (BHX2),Birmingham,seren.stevenson@nexafreight.co.uk,+44 4273170353,2024-01-14,Sunday,1,1,2024,Morning,Morning,Present,07:07,14:55,7,0.8,0,0,0,63.7,1,37,23,64.3,88.7,80.1,46.6,23,1,6113,271883.35,63.2,236,237,-1,100.4,72.6,0,No,Yes,Sunny,Winter,None,116.5,105.5,Balanced,Medium,Attendance Monitoring,Completed,2024-01-14T23:59:00Z
EMP0001,Seren,Stevenson,Female,1977-01-20,47,Operations,Operations Analyst,Full-Time,2022-08-20,5,Team Bravo,Fiona Clarke,Birmingham Distribution Hub (BHX2),Birmingham,seren.stevenson@nexafreight.co.uk,+44 4273170353,2024-01-15,Monday,1,1,2024,Morning,Morning,Present,07:22,18:15,8.8,1.1,1.1,0,7,60.8,1,37,21,66.7,108,111.1,40.6,23,1,6202,234712.04,61,236,232,4,98.3,72.3,0,No,No,Cloudy,Winter,None,105.8,106.6,Balanced,Medium,Attendance Monitoring,Completed,2024-01-15T23:59:00Z
EMP0001,Seren,Stevenson,Female,1977-01-20,47,Operations,Operations Analyst,Full-Time,2022-08-20,5,Team Bravo,Fiona Clarke,Birmingham Distribution Hub (BHX2),Birmingham,seren.stevenson@nexafreight.co.uk,+44 4273170353,2024-01-16,Tuesday,1,1,2024,Morning,Morning,Present,07:28,18:22,9.2,1,0.7,24,0,60,1,33,19,68.8,115.1,107,40.6,23,1,6084,242969.56,62.4,236,233,3,98.7,73.9,0,No,No,Cloudy,Winter,None,95.7,105,Balanced,Medium,Attendance Monitoring,Completed,2024-01-16T23:59:00Z
EMP0001,Seren,Stevenson,Female,1977-01-20,47,Operations,Operations Analyst,Full-Time,2022-08-20,5,Team Bravo,Fiona Clarke,Birmingham Distribution Hub (BHX2),Birmingham,seren.stevenson@nexafreight.co.uk,+44 4273170353,2024-01-17,Wednesday,1,1,2024,Morning,Morning,Present,07:01,15:11,7.7,0.8,0,0,20,64.8,2,36,23,70.6,95.7,84,48.7,23,1,6014,251635.89,57.5,223,229,-6,102.7,71.4,0,No,No,Cloudy,Winter,None,102.2,100.3,Balanced,Medium,Attendance Monitoring,Completed,2024-01-17T23:59:00Z
EMP0001,Seren,Stevenson,Female,1977-01-20,47,Operations,Operations Analyst,Full-Time,2022-08-20,5,Team Bravo,Fiona Clarke,Birmingham Distribution Hub (BHX2),Birmingham,seren.stevenson@nexafreight.co.uk,+44 4273170353,2024-01-18,Thursday,1,1,2024,Morning,Morning,Present,07:48,18:12,9.5,0.9,0,29,0,63,2,31,20,72.2,118.2,109.4,47.8,23,1,5893,248248.01,58.2,229,234,-5,102.2,73.5,0,No,No,Cloudy,Winter,None,99.5,99.7,Balanced,Medium,Attendance Monitoring,Completed,2024-01-18T23:59:00Z
EMP0001,Seren,Stevenson,Female,1977-01-20,47,Operations,Operations Analyst,Full-Time,2022-08-20,5,Team Bravo,Fiona Clarke,Birmingham Distribution Hub (BHX2),Birmingham,seren.stevenson@nexafreight.co.uk,+44 4273170353,2024-01-19,Friday,1,1,2024,Evening,Morning,Present,15:24,01:24,9.1,1.2,0,0,18,65.9,1,36,23,73.7,117,102.5,49.5,23,1,6099,270819.14,59.8,226,230,-4,101.8,71,0,No,No,Cloudy,Winter,None,98.1,103.2,Balanced,Medium,Attendance Monitoring,Completed,2024-01-19T23:59:00Z
